名称,郵便番号,住所,電話番号,URL,備考,経度,緯度,分類
天沼地蔵前公園,167-0032,天沼1丁目1番4号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007069.html,,139.627258899996,35.7048843798342,公園 
天沼一丁目児童遊園,167-0032,天沼1丁目2番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007070.html,,139.629199100024,35.7055143798193,公園 
天沼東公園,167-0032,天沼1丁目32番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007071.html,,139.627623300043,35.7079963599619,公園 
天沼西公園,167-0032,天沼3丁目17番27号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007072.html,,139.619677300042,35.7090371999863,公園 
天沼弁天池公園,167-0032,天沼3丁目23番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007073.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　,139.621503000035,35.7086997799893,公園 
天沼もえぎ公園,167-0032,天沼3丁目31番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007074.html,,139.622137700002,35.707318499991,公園 
天沼三丁目公園,167-0032,天沼3丁目36番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/amanuma/1007075.html,,139.622198600167,35.7098873999847,公園 
井草東公園,167-0021,井草1丁目10番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007076.html,,139.62689039985,35.7243781897579,公園 
井草さくら公園,167-0021,井草1丁目17番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007077.html,,139.622790999844,35.7257324997668,公園 
正保公園,167-0021,井草1丁目32番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007078.html,,139.622997099831,35.7270444197668,公園 
井草公園,167-0021,井草2丁目21番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007079.html,,139.618885399823,35.7272152897907,公園 
八成公園,167-0021,井草2丁目27番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007080.html,,139.620326399825,35.7283936797727,公園 
井草三丁目緑地,167-0021,井草3丁目4番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007081.html,,139.613934699824,35.7262848898194,公園 
住吉公園,167-0021,井草3丁目15番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007082.html,,139.614786599814,35.7269698098224,公園 
井草北公園,167-0021,井草3丁目20番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007083.html,,139.616335899806,35.7282431498169,公園 
矢頭公園,167-0021,井草4丁目3番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007084.html,,139.610234189132,35.7254789778272,公園 
井草ひまわり公園,167-0021,井草4丁目8番21号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007085.html,,139.611780199827,35.725902529827,公園 
井草森公園,167-0021,井草4丁目12番1号,03-5310-4515,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/igusa/1007086.html,車いすトイレ　車いす駐車場　インターホン　点字ブロック　音声案内　AED　,139.611942999811,35.7267260398408,公園 
玉川上水公園,168-0063,和泉2丁目7番19号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007087.html,,139.650590500039,35.6713385497579,公園 
和泉二丁目緑地,168-0063,和泉2丁目17番38号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007088.html,,139.650097299987,35.6746006097904,公園 
和泉二丁目公園,168-0063,和泉2丁目45番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007089.html,,139.649770299842,35.6772020598181,公園 
和泉西公園,168-0063,和泉3丁目47番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007090.html,,139.647534399797,35.6798829798375,公園 
和泉児童遊園,168-0063,和泉4丁目16番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007091.html,,139.650204199824,35.6792417598265,公園 
和泉緑地,168-0063,和泉4丁目17番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007092.html,,139.65088619983,35.6800252898283,公園 
和泉四丁目緑地,168-0063,和泉4丁目17番26号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007093.html,,139.651110099831,35.680820489832,公園 
べんてんばし公園,168-0063,和泉4丁目17番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007094.html,,139.652668899845,35.6808480798283,公園 
和泉がけ公園,168-0063,和泉4丁目18番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007095.html,,139.652597899847,35.6799270998228,公園 
一本橋公園,168-0063,和泉4丁目18番28号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007096.html,,139.650981699832,35.6795404298255,公園 
泉南緑地,168-0063,和泉4丁目41番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007097.html,,139.655920999978,35.6802706598157,公園 
弁天橋東緑地,168-0063,和泉4丁目44番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/izumi/1007098.html,,139.654453099961,35.6807412198231,公園 
今川一丁目公園,167-0035,今川1丁目19番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007099.html,,139.613583800047,35.7186225897513,公園 
今川二丁目公園,167-0035,今川2丁目12番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007100.html,,139.610346300167,35.7162593397903,公園 
観泉寺児童遊園,167-0035,今川2丁目6番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007101.html,,139.607386300171,35.7162651997897,公園 
今川三丁目公園,167-0035,今川3丁目3番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007102.html,,139.606183200174,35.7150961698037,公園 
三谷南公園,167-0035,今川3丁目6番14号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007103.html,,139.603662400175,35.7153797297948,公園 
今川児童遊園,167-0035,今川4丁目6番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007104.html,,139.599504800174,35.714635039773,公園 
新町鳥居先公園,167-0035,今川4丁目11番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007105.html,,139.599335700178,35.7157867597919,公園 
三谷西緑地,167-0035,今川4丁目18番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007106.html,,139.59945000018,35.7164945098039,公園 
道灌公園,167-0035,今川4丁目27番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/imagawa/1007107.html,,139.601380400181,35.7176868998101,公園 
梅里公園,166-0011,梅里1丁目1番55号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/umezato/1007108.html,車いすトイレ　点字案内　,139.653807899975,35.6952788697782,公園 
梅里児童遊園,166-0011,梅里1丁目14番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/umezato/1007109.html,,139.651358100007,35.6961608098168,公園 
かっぱ公園,166-0011,梅里2丁目12番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/umezato/1007110.html,,139.645123700159,35.6961994199559,公園 
梅里中央公園,166-0011,梅里2丁目34番20号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/umezato/1007111.html,,139.641204900028,35.6960833598078,公園 
玉川上水永泉寺緑地,168-0064,永福1丁目4番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007112.html,,139.642217100163,35.6679432396376,公園 
どんぐり緑地,168-0064,永福1丁目7番28号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007113.html,,139.645322000151,35.6708875296341,公園 
ひまわり公園,168-0064,永福1丁目7番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007114.html,,139.642218700177,35.6693797996163,公園 
永福中央公園,168-0064,永福2丁目1番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007115.html,,139.641393100169,35.6708654996099,公園 
永福南公園,168-0064,永福2丁目6番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007116.html,,139.638879682478,35.6710401661956,公園 
西永福公園,168-0064,永福3丁目40番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007117.html,,139.636774900017,35.6776703396064,公園 
永福北公園,168-0064,永福4丁目26番4号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/eifuku/1007118.html,,139.641955899955,35.6805470797823,公園 
大宮児童公園,168-0061,大宮2丁目4番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/oomiya/1007119.html,,139.639664199993,35.6817486897593,公園 
宮元公園,168-0061,大宮2丁目13番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/oomiya/1007120.html,,139.636557700031,35.6810427096177,公園 
西田仲よし広場緑地,167-0051,荻窪1丁目17番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007121.html,,139.621413799962,35.6936196698007,公園 
松渓公園,167-0051,荻窪1丁目39番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007122.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字案内　,139.621652099845,35.6950963197847,公園 
天神橋公園,167-0051,荻窪1丁目50番33号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007123.html,,139.625400799953,35.6946730897656,公園 
西田第二児童遊園,167-0051,荻窪1丁目57番33号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007124.html,,139.62656799995,35.6951779297611,公園 
西田公園,167-0051,荻窪2丁目15番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007125.html,,139.620755499844,35.695590869796,公園 
荻窪公園,167-0051,荻窪2丁目27番8号,,http://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007126.html,,139.6197628029,35.6976191274515,公園 
荻窪第二児童遊園,167-0051,荻窪2丁目38番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007127.html,,139.620815999822,35.6987347798383,公園 
松渓橋公園,167-0051,荻窪2丁目40番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007128.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　,139.623120299838,35.697129049804,公園 
大谷戸さくら緑地,167-0051,荻窪3丁目7番26号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007129.html,,139.624610499844,35.6978968498009,公園 
大谷戸かえで緑地,167-0051,荻窪3丁目7番39号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007130.html,,139.626167399953,35.697872909787,公園 
大谷戸けやき緑地,167-0051,荻窪3丁目7番51号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007131.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字ブロック　,139.626942999954,35.6967715197716,公園 
角川庭園,167-0051,荻窪3丁目14番22号,03-6795-6855,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007132.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　車いす駐車場　車いす用出入口　インターホン　AED　,139.62445152914,35.6986776729111,公園 
大田黒公園,167-0051,荻窪3丁目33番12号,03-3398-5814,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007133.html,ベビーベッド・ベビーチェアトイレ　インターホン　AED　,139.624438616437,35.7007407219344,公園 
読書の森公園,167-0051,荻窪3丁目39番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007134.html,,139.62645809996,35.7023453998223,公園 
おしかわ公園,167-0051,荻窪5丁目2番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007135.html,,139.617750399812,35.7007775099565,公園 
柿木公園,167-0023,上井草1丁目26番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007136.html,,139.612318099969,35.7237741697868,公園 
柿木北公園,167-0023,上井草1丁目33番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007137.html,,139.611876899951,35.7246750298041,公園 
四宮南公園,167-0023,上井草2丁目3番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007138.html,,139.609675700154,35.7194404296153,公園 
瀬戸原緑地,167-0023,上井草2丁目17番14号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007139.html,,139.605627300038,35.7214640197855,公園 
四宮公園,167-0023,上井草2丁目27番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007140.html,,139.606974800003,35.7228392997933,公園 
上井草向山公園,167-0023,上井草2丁目39番19号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007141.html,,139.606126899985,35.7240271998202,公園 
四宮森公園,167-0023,上井草2丁目41番25号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007142.html,,139.608521499963,35.7242566398089,公園 
どんぐり山児童遊園,167-0023,上井草3丁目4番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007143.html,,139.603645400176,35.7197013497934,公園 
三谷公園,167-0023,上井草3丁目12番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007144.html,,139.599781600191,35.7193889898476,公園 
道灌橋公園,167-0023,上井草3丁目14番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007145.html,,139.601780400176,35.7205197698278,公園 
上瀬戸公園,167-0023,上井草3丁目16番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007146.html,,139.604419700156,35.7208517197932,公園 
切通し公園,167-0023,上井草4丁目3番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007147.html,,139.59708480019,35.7175859398379,公園 
上井草西公園,167-0023,上井草4丁目8番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiigusa/1007148.html,,139.595108600179,35.7198696399895,公園 
上荻窪児童遊園,167-0043,上荻2丁目21番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiogi/1007149.html,,139.61332499997,35.7062757799661,公園 
上荻窪第三児童遊園,167-0043,上荻2丁目36番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiogi/1007150.html,,139.611196800033,35.7089291499763,公園 
上荻窪第二児童遊園,167-0043,上荻3丁目16番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiogi/1007151.html,,139.607980300025,35.7085937599531,公園 
関根文化公園,167-0043,上荻4丁目2番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiogi/1007152.html,,139.605192200034,35.7088396798155,公園 
上荻ひかり緑地,167-0043,上荻4丁目14番54号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamiogi/1007153.html,,139.604830100158,35.7102664598143,公園 
上高井戸南公園,168-0074,上高井戸1丁目15番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007154.html,,139.612698915263,35.6707595520911,公園 
上高井戸宿公園,168-0074,上高井戸1丁目24番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007155.html,,139.612383400045,35.6723954697798,公園 
はるかぜ緑地,168-0074,上高井戸1丁目30番38号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007156.html,,139.609945100042,35.6735512796437,公園 
つばき緑地,168-0074,上高井戸1丁目32番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007157.html,,139.607679399994,35.676435049629,公園 
浅間橋公園,168-0074,上高井戸2丁目16番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007158.html,,139.606702752572,35.6789737897246,公園 
上高井戸西原緑地,168-0074,上高井戸2丁目17番32号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007159.html,,139.606363799974,35.6784658896181,公園 
はなみずき緑地,168-0074,上高井戸3丁目3番20号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007160.html,,139.618370400006,35.6742324398473,公園 
上高井戸東公園,168-0074,上高井戸3丁目4番20号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007161.html,,139.617984900009,35.6749055198382,公園 
そよかぜ緑地,168-0074,上高井戸3丁目8番38号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007162.html,,139.61643130001,35.675075549818,公園 
上高井戸第二児童遊園,168-0074,上高井戸3丁目11番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kamitakaido/1007163.html,,139.614799800001,35.6766246997902,公園 
富士見丘児童遊園,198-0082,久我山2丁目22番63号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007164.html,,139.606662099975,35.6835499597789,公園 
兵庫橋公園,168-0082,久我山3丁目5番37号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007165.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字案内　点字ブロック　,139.593801182189,35.6854872275166,公園 
久我山中央緑地,168-0082,久我山3丁目25番21号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007166.html,,139.59856203215,35.687785141232,公園 
宮下橋公園,168-0082,久我山3丁目27番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007167.html,,139.595941753662,35.6873901524056,公園 
緑橋緑地,168-0082,久我山3丁目30番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007168.html,,139.594288241633,35.6886106672441,公園 
久我山公園,168-0082,久我山3丁目37番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007169.html,,139.597545371346,35.6888602989496,公園 
久我山つくし公園,168-0082,久我山4丁目13番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007170.html,,139.596380005931,35.6903997999874,公園 
さざんか公園,168-0082,久我山4丁目30番19号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007171.html,,139.591017600011,35.6941577499579,公園 
久我山児童遊園,168-0082,久我山4丁目36番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007172.html,,139.592855800008,35.6923965198314,公園 
久我山東原公園,168-0082,久我山5丁目12番27号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007173.html,,139.604972140592,35.6875531508008,公園 
久我山遊友緑地,168-0082,久我山5丁目18番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007174.html,,139.605756621287,35.6864302536007,公園 
富士見丘西公園,168-0082,久我山5丁目19番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007175.html,,139.606949099974,35.68585649981,公園 
富士見丘北公園,168-0082,久我山5丁目24番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007176.html,,139.608019794363,35.6877756518369,公園 
久我山東児童遊園,168-0082,久我山5丁目30番25号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kugayama/1007177.html,,139.604761099991,35.6887722898107,公園 
たかはら公園,166-0002,高円寺北1丁目10番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007178.html,,139.658011099994,35.706062889822,公園 
高円寺北一児童遊園,166-0002,高円寺北1丁目15番22号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007179.html,,139.656017399998,35.7082496697867,公園 
高円寺北一みどり公園,166-0002,高円寺北1丁目28番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007180.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字ブロック　,139.657714600012,35.7083141197772,公園 
高円寺北二公園,166-0002,高円寺北2丁目16番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007181.html,,139.652737799967,35.7069475998099,公園 
馬橋北公園,166-0002,高円寺北3丁目11番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007182.html,,139.646436099831,35.7071832598189,公園 
高円寺北公園,166-0002,高円寺北3丁目20番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007183.html,車いすトイレ　,139.648936499842,35.7072055398157,公園 
馬橋北第二公園,166-0002,高円寺北3丁目26番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007184.html,,139.647070799828,35.7080124098276,公園 
高円寺北三丁目公園,166-0002,高円寺北3丁目35番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007185.html,,139.648191999836,35.7088263798288,公園 
馬橋公園,166-0002,高円寺北4丁目35番5号,03-3336-1105,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjikita/1007186.html,車いすトイレ　点字案内　点字ブロック　AED　,139.643768999959,35.7095690199518,公園 
こりす公園,166-0003,高円寺南1丁目4番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007187.html,,139.660348299831,35.6992599197861,公園 
やなぎ公園,166-0003,高円寺南1丁目12番14号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007188.html,,139.655724499951,35.6988022197933,公園 
かえる公園,166-0003,高円寺南1丁目16番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007189.html,,139.657171399849,35.7004076998142,公園 
桃園川緑道,166-0003,高円寺南1丁目34番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007190.html,車いすトイレ　,139.656637199955,35.7014138398301,公園 
高円寺南二丁目公園,166-0003,高円寺南2丁目2番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007191.html,,139.65335479997,35.6988351298054,公園 
高南小公園,166-0003,高円寺南2丁目47番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007192.html,,139.64839939996,35.7019643297986,公園 
新高円寺公園,166-0003,高円寺南3丁目16番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007193.html,,139.645588100015,35.6991275398214,公園 
高円寺南公園,166-0003,高円寺南3丁目30番26号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007194.html,,139.645071999972,35.7020486897777,公園 
みどりケ丘児童遊園,166-0003,高円寺南3丁目60番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007195.html,,139.647351999835,35.7049578697971,公園 
高南みどり公園,166-0003,高円寺南4丁目1番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007196.html,,139.654487199959,35.7019171698279,公園 
高円寺中央公園,166-0003,高円寺南4丁目31番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007197.html,車いすトイレ　,139.65165329995,35.7037961498193,公園 
高南幼児公園,166-0003,高円寺南4丁目37番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007198.html,,139.653599399963,35.7049283798252,公園 
高円寺東公園,166-0003,高円寺南5丁目11番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007199.html,,139.658382499957,35.7019708698474,公園 
高円寺いこい公園,166-0003,高円寺南5丁目13番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007200.html,,139.660117699964,35.7025205699555,公園 
高円寺谷中緑地,166-0003,高円寺南5丁目19番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007201.html,,139.65591429996,35.7025893398437,公園 
