名称,郵便番号,住所,電話番号,URL,備考,経度,緯度,分類
ひとみ公園,166-0003,高円寺南5丁目35番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/kouenjiminami/1007202.html,,139.657356899978,35.7047074598465,公園 
清水一丁目公園,167-0033,清水1丁目28番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimizu/1007203.html,,139.616551800202,35.7115367899873,公園 
清水森公園,167-0033,清水2丁目9番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimizu/1007204.html,,139.618108400182,35.7135012399573,公園 
くつかけ公園,167-0033,清水3丁目7番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimizu/1007205.html,,139.616081300162,35.7158979498121,公園 
妙正寺公園,167-0033,清水3丁目21番21号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimizu/1007206.html,車いすトイレ　,139.618388800048,35.7172222597955,公園 
一本松公園,167-0022,下井草1丁目3番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007207.html,,139.634564700011,35.7153178398282,公園 
すぎのこ公園,167-0022,下井草1丁目25番39号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007208.html,,139.631166000009,35.7164644198045,公園 
東原公園,167-0022,下井草1丁目29番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007209.html,,139.630273600005,35.7170015897942,公園 
下井草いど公園,167-0022,下井草2丁目9番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007210.html,,139.631006299976,35.7187411197544,公園 
銀杏稲荷公園,167-0022,下井草2丁目15番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007211.html,,139.626604299993,35.7191981197609,公園 
下井草二丁目公園,167-0022,下井草2丁目16番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007212.html,,139.627863899984,35.7194496197513,公園 
向井東公園,167-0022,下井草2丁目17番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007213.html,,139.628732999977,35.7195742396453,公園 
上ノ台公園,167-0022,杉並区下井草2丁目31番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007214.html,,139.6263209,35.7210081699984,公園 
向井公園,167-0022,下井草3丁目13番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007215.html,,139.624590400005,35.7191180397697,公園 
中瀬児童遊園,167-0022,下井草4丁目7番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007216.html,,139.618784800018,35.7201681797558,公園 
神戸町あけぼの公園,167-0022,下井草5丁目8番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007217.html,,139.616184800019,35.7206130196476,公園 
神戸町児童遊園,167-0022,下井草5丁目19番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/shimoigusa/1007218.html,,139.615374399967,35.723875439782,公園 
玉川上水第三公園,168-0073,下高井戸2丁目1番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007219.html,,139.638161200184,35.6685841795997,公園 
永泉寺坂児童遊園,168-0073,下高井戸2丁目21番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007220.html,,139.641143500178,35.6691069296137,公園 
下高井戸公園,168-0073,下高井戸2丁目27番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007221.html,,139.635791300198,35.670550259575,公園 
玉川上水第二公園,168-0073,下高井戸3丁目1番14号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007222.html,,139.633594300199,35.669850859584,公園 
下高井戸児童遊園,168-0073,下高井戸3丁目25番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007223.html,,139.635823400184,35.671937709579,公園 
下高井戸仲町緑地,168-0073,下高井戸4丁目2番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007224.html,,139.630257500155,35.6700116396497,公園 
喜花公園,168-0073,下高井戸4丁目6番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007225.html,,139.627725500026,35.6711871097979,公園 
藤和緑地,168-0073,下高井戸4丁目39番22号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007226.html,,139.630275400045,35.6757939096395,公園 
下高井戸西公園,168-0073,下高井戸5丁目9番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007227.html,,139.622863900001,35.6739470099747,公園 
塚山公園,168-0073,下高井戸5丁目23番12号,03-3302-8989,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shimotakaido/1007228.html,車いすトイレ　AED　,139.624830000025,35.6754280398313,公園 
松庵公園,167-0054,松庵1丁目14番22号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007229.html,,139.592131900012,35.6967917799623,公園 
まつぼっくり緑地,167-0054,松庵1丁目16番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007230.html,,139.5932029,35.6956930799792,公園 
松庵東公園,167-0054,松庵2丁目10番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007231.html,,139.595835799991,35.6970707499687,公園 
青葉公園,167-0054,松庵2丁目20番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007232.html,,139.593374500014,35.6985643898436,公園 
松庵三丁目公園,167-0054,松庵3丁目5番21号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007233.html,,139.597056799993,35.6990739998281,公園 
松庵わかくさ公園,167-0054,松庵3丁目24番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007234.html,,139.596208600021,35.7031818396478,公園 
西高井戸児童遊園,167-0054,松庵3丁目28番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/shouan/1007235.html,,139.596965100004,35.7011162797849,公園 
善福寺一丁目公園,167-0041,善福寺1丁目18番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007236.html,,139.597769900163,35.7128844496225,公園 
さくら児童遊園,167-0041,善福寺2丁目12番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007237.html,,139.594353100047,35.7110035095901,公園 
善福寺さくら公園,167-0041,善福寺2丁目18番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007238.html,,139.594042400048,35.7122928096009,公園 
善福寺二丁目緑地,167-0041,善福寺2丁目24番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007239.html,,139.587166600023,35.7122639596181,公園 
善福寺中山公園,167-0041,善福寺3丁目33番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007241.html,,139.586632799989,35.7157197997642,公園 
善福寺美樹園公園,167-0041,善福寺4丁目3番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007242.html,,139.592350500039,35.7180071398266,公園 
善福寺北緑地,167-0041,善福寺4丁目5番19号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007243.html,,139.589336200001,35.7180320598098,公園 
善福寺西の山公園,167-0041,善福寺4丁目8番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/zenpukuji/1007244.html,,139.585882799976,35.7163021697693,公園 
山中公園,168-0071,高井戸西1丁目5番33号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007245.html,,139.614535420686,35.6815808170165,公園 
高井戸みどり公園,168-0071,高井戸西1丁目9番4号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007246.html,,139.610401713853,35.6793435476481,公園 
昭栄公園,168-0072,高井戸西1丁目12番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007247.html,,139.608349939355,35.680253749547,公園 
むつみ橋緑地,168-0071,高井戸西1丁目23番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007248.html,,139.609927099951,35.6824735297912,公園 
やなぎ橋公園,168-0071,高井戸西1丁目31番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007249.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字ブロック　,139.613550899979,35.6824990298194,公園 
あかね橋公園,168-0071,高井戸西1丁目31番21号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007250.html,,139.609982299952,35.6828085097968,公園 
高井戸わんぱく公園,168-0071,高井戸西2丁目5番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007251.html,,139.611881297966,35.6841683064293,公園 
富士見丘東緑地,168-0071,高井戸西2丁目7番36号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007252.html,,139.610340725056,35.684784527529,公園 
桐の木公園,168-0071,高井戸西2丁目7番36号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007253.html,,139.610161097654,35.6848179954285,公園 
高井戸丸太緑地,168-0071,高井戸西2丁目17番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007254.html,,139.614181505484,35.6856243776605,公園 
高井戸西公園,168-0071,高井戸西3丁目6番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidonishi/1007255.html,,139.613233130372,35.6895355721534,公園 
うめの木緑地,168-0072,高井戸東1丁目1番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007256.html,,139.619044300019,35.6770601898369,公園 
堂の上公園,168-0072,高井戸東1丁目1番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007257.html,,139.619930100027,35.6774690798443,公園 
乙女橋児童遊園,168-0072,高井戸東1丁目1番38号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007258.html,,139.621179600038,35.6778437799556,公園 
三泉淵緑地,168-0072,高井戸東1丁目15番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007259.html,,139.620882300038,35.6796691999593,公園 
三泉淵第二公園,168-0072,高井戸東1丁目15番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007260.html,,139.620433300034,35.6800619499572,公園 
三井の森公園,168-0072,高井戸東1丁目28番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007261.html,車いすトイレ　ベビーベッド・ベビーチェアトイレ　,139.622708200045,35.6800860899573,公園 
乙女橋緑地,168-0072,高井戸東1丁目29番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007262.html,,139.621742400045,35.6796625299681,公園 
新栄緑地,168-0072,高井戸東2丁目1番14号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007263.html,,139.617400100012,35.6773526398162,公園 
ひかり公園,168-0072,高井戸東2丁目2番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007264.html,,139.616547100007,35.6770489998082,公園 
つくだ公園,168-0072,高井戸東2丁目13番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007265.html,,139.61497569999,35.6805935698095,公園 
高井戸正用公園,168-0072,高井戸東3丁目14番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007266.html,,139.62441010005,35.6844921099545,公園 
高井戸東三丁目児童遊園,168-0072,高井戸東3丁目7番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007267.html,,139.619133300021,35.6833039999681,公園 
高井戸藤が丘公園,168-0072,高井戸東3丁目9番34号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007268.html,,139.617388300006,35.685347919974,公園 
高井戸いずみ公園,168-0072,高井戸東3丁目31番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007269.html,,139.618349000005,35.6873490699819,公園 
柳窪西緑地,168-0072,高井戸東4丁目11番42号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007270.html,,139.61768329998,35.6909702798424,公園 
柳窪公園,168-0072,高井戸東4丁目12番26号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007271.html,,139.618743999978,35.6915263598352,公園 
柳窪南公園,168-0072,高井戸東4丁目15番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007272.html,,139.619513399998,35.6890637099646,公園 
高井戸東公園,168-0072,高井戸東4丁目19番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/takaidohigashi/1007273.html,,139.621400200007,35.6889775199684,公園 
成田かっぱ公園,166-0016,成田西1丁目2番30号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007274.html,,139.637454600042,35.6844488596461,公園 
はら公園,166-0016,成田西1丁目16番4号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007275.html,,139.632682700191,35.6857173396406,公園 
尾崎公園,166-0016,成田西1丁目21番21号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007276.html,,139.631277200153,35.6882212597627,公園 
杉並児童交通公園,166-0016,成田西1丁目22番13号,03-3315-4564,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007277.html,ベビーベッド・ベビーチェアトイレ　AED　,139.631625800047,35.6886743197567,公園 
なりむね第二児童遊園,166-0016,成田西1丁目22番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007278.html,,139.631044400037,35.6891391597616,公園 
成田西公園,166-0016,成田西2丁目12番4号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007279.html,,139.624179500012,35.6894610998357,公園 
大塚児童遊園,166-0016,成田西2丁目12番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007280.html,,139.623130099998,35.6904015998344,公園 
日性寺児童遊園,166-0016,成田西2丁目16番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007281.html,,139.626026900019,35.6892832698172,公園 
成田西いこい緑地,166-0016,成田西3丁目16番20号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007282.html,,139.628248600001,35.6912249097776,公園 
成田西切通し緑地,166-0016,成田西3丁目17番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007283.html,,139.627445800003,35.6908851597877,公園 
成田西四丁目緑地,166-0016,成田西4丁目5番2号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritanishi/1007284.html,,139.627327899972,35.6932795297681,公園 
東二公園,166-0015,成田東1丁目39番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007285.html,,139.640224900019,35.6929686498004,公園 
成三公園,166-0015,成田東2丁目19番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007286.html,,139.635394800035,35.6898214096372,公園 
東二児童遊園,166-0015,成田東3丁目7番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007287.html,,139.637562600007,35.6925480897652,公園 
白幡児童遊園,166-0015,成田東3丁目17番29号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007288.html,,139.634373399996,35.6925151996238,公園 
東二第三公園,166-0015,成田東3丁目27番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007289.html,,139.637947300002,35.6939625697714,公園 
成田東公園,166-0015,成田東4丁目11番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007290.html,,139.634361499996,35.6976383796172,公園 
東一坂下緑地,166-0015,成田東4丁目14番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007291.html,,139.635358099988,35.6966102396318,公園 
東田児童遊園,166-0015,成田東4丁目15番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007292.html,,139.635692899982,35.6957995996388,公園 
なりむね児童遊園,166-0015,成田東5丁目5番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007293.html,,139.629246999972,35.6983441897622,公園 
成宗公園,166-0015,成田東5丁目15番12号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/naritahigashi/1007294.html,,139.628392899984,35.7020330097916,公園 
おぎ緑地,167-0042,西荻北1丁目12番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogikita/1007295.html,,139.608664399958,35.7056368598394,公園 
西荻わかば公園,167-0042,西荻北2丁目9番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogikita/1007296.html,,139.603998399977,35.7050634497922,公園 
西荻北中央公園,167-0042,西荻北3丁目25番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogikita/1007297.html,,139.597102400026,35.7056103796251,公園 
西荻北公園,167-0042,西荻北4丁目5番14号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogikita/1007298.html,,139.594599100039,35.7071574096288,公園 
坂の上のけやき公園,167-0042,西荻北4丁目38番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogikita/1007299.html,,139.597958900035,35.7079164896192,公園 
井荻公園,167-0042,西荻北4丁目38番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogikita/1007300.html,,139.597283300043,35.708981389603,公園 
大宮前児童遊園,167-0053,西荻南1丁目6番19号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogiminami/1007301.html,,139.600908699975,35.6973753499566,公園 
西荻南児童公園,167-0053,西荻南3丁目4番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogiminami/1007302.html,,139.602026799969,35.7013741897995,公園 
西荻窪平和児童遊園,167-0053,西荻南3丁目18番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/03/nishiogiminami/1007303.html,,139.602166299968,35.7033912197766,公園 
浜田山南公園,168-0065,浜田山1丁目17番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007304.html,,139.632458500045,35.6771598096033,公園 
浜田山一丁目公園,168-0065,浜田山1丁目25番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007305.html,,139.630330400048,35.6795358696405,公園 
堂の下児童遊園,168-0065,浜田山2丁目2番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007306.html,,139.623783200039,35.6774432998358,公園 
柏の宮公園,168-0065,浜田山2丁目5番1号,03-3329-5686,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007307.html,車いすトイレ　ベビーベッド・ベビーチェアトイレ　点字案内　点字ブロック　音声案内　AED　,139.626035216744,35.678238420998,公園 
浜田山公園,168-0065,浜田山2丁目17番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007308.html,,139.626584900151,35.681330339806,公園 
浜田山東公園,168-0065,浜田山3丁目11番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007309.html,,139.631881800157,35.6809779896254,公園 
浜田山かなめ公園,168-0065,浜田山3丁目35番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007310.html,,139.626247500155,35.6837280198236,公園 
すずかけ公園,168-0065,浜田山4丁目3番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007311.html,,139.633479500174,35.6828561096125,公園 
浜田山四丁目緑地,168-0065,浜田山4丁目5番31号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007312.html,,139.634439400167,35.6818240995959,公園 
浜田山さくら緑地,168-0065,浜田山4丁目10番22号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007313.html,,139.631021100171,35.6836396297531,公園 
浜田山西児童遊園,168-0065,浜田山4丁目18番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hamadayama/1007314.html,,139.625067600045,35.6868146199556,公園 
あづま児童遊園,168-0062,方南1丁目38番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hounan/1007315.html,,139.662029000014,35.6783465098022,公園 
方南中央公園,168-0062,方南1丁目51番20号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hounan/1007316.html,,139.659907300016,35.679302919802,公園 
上水橋緑地,168-0062,方南1丁目52番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hounan/1007317.html,,139.657863099998,35.6801135598089,公園 
方南二丁目公園,168-0062,方南2丁目6番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hounan/1007318.html,,139.658747399999,35.6809687598143,公園 
方南公園,168-0062,方南2丁目28番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/hounan/1007319.html,,139.658771199848,35.6861906299627,公園 
だいしょうじ公園,166-0013,堀ノ内1丁目9番26号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007320.html,,139.650789799821,35.6837182698479,公園 
済美公園,166-0013,堀ノ内1丁目27番40号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007321.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　,139.649048297671,35.6880397829156,公園 
定塚橋公園,166-0013,堀ノ内2丁目1番28号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007322.html,車いすトイレ　ベビーベッド・ベビーチェアトイレ　,139.653835899832,35.6854739499567,公園 
堀ノ内二丁目公園,166-0013,堀ノ内2丁目6番1号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007323.html,,139.652804799823,35.6863929799625,公園 
済美児童遊園,166-0013,堀ノ内2丁目6番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007324.html,,139.651938599821,35.6859123399595,公園 
堀ノ内南公園,166-0013,堀ノ内2丁目17番32号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007325.html,,139.653404199833,35.6880649598488,公園 
熊野橋児童遊園,166-0013,堀ノ内2丁目19番6号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007326.html,,139.650549411118,35.6870357610604,公園 
谷中公園,166-0013,堀ノ内2丁目38番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007327.html,,139.648820299953,35.6890981799608,公園 
堀ノ内山谷児童遊園,166-0013,堀ノ内3丁目20番23号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007328.html,,139.648205700004,35.6914824299664,公園 
堀ノ内三丁目公園,166-0013,堀ノ内3丁目44番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007329.html,,139.65103010001,35.6937205598275,公園 
堀ノ内東公園,166-0013,堀ノ内3丁目49番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/horinouchi/1007330.html,,139.653703999961,35.6921602498049,公園 
本天沼東公園,166-0014,本天沼1丁目9番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/honamanuma/1007331.html,,139.630334000161,35.7130360199794,公園 
本天沼南公園,167-0031,本天沼2丁目3番10号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/honamanuma/1007332.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字案内　点字ブロック　,139.62776080018,35.71226590999,公園 
本天沼北公園,167-0031,本天沼2丁目38番9号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/honamanuma/1007333.html,,139.626458100041,35.7155158298281,公園 
天沼児童遊園,167-0031,本天沼2丁目38番32号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/honamanuma/1007334.html,,139.627077000151,35.7145695798455,公園 
わかたけ公園,167-0031,本天沼3丁目39番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/honamanuma/1007335.html,,139.62261160004,35.7170053398082,公園 
和田堀公園,166-0014,松ノ木1丁目3番24号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/matsunoki/1007336.html,,139.64232122357,35.6854849391068,公園 
松ノ木坂下公園,166-0014,松ノ木2丁目3番15号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/matsunoki/1007337.html,,139.645605299988,35.6901255399608,公園 
松ノ木公園,166-0014,松ノ木2丁目20番5号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/matsunoki/1007338.html,,139.641575200012,35.6911050098141,公園 
松ノ木中央公園,166-0014,松ノ木2丁目24番13号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/matsunoki/1007339.html,,139.643424700009,35.6910195398369,公園 
松ノ木北公園,166-0014,松ノ木3丁目17番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/matsunoki/1007340.html,,139.645091900166,35.6942209399687,公園 
松ノ木児童遊園,166-0014,松ノ木3丁目30番8号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/matsunoki/1007341.html,,139.646621800194,35.694907249994,公園 
南荻窪公園,167-0052,南荻窪1丁目28番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/minamiogikubo/1007342.html,,139.613134199954,35.6964212198317,公園 
荻窪第一児童遊園,167-0052,南荻窪2丁目25番16号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/minamiogikubo/1007343.html,,139.612480299834,35.6989059998375,公園 
たんぽぽ公園,167-0052,南荻窪3丁目28番7号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/minamiogikubo/1007344.html,,139.610794499799,35.7033511298357,公園 
与謝野公園,167-0052,南荻窪4丁目3番22号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/minamiogikubo/1007345.html,車いすトイレ　オストメイトトイレ　ベビーベッド・ベビーチェアトイレ　点字ブロック　,139.615672799829,35.6988513098383,公園 
はるたけ公園,168-0081,宮前2丁目2番17号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007346.html,,139.615642699974,35.6915664198394,公園 
松宮公園,168-0081,宮前2丁目2番30号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007347.html,,139.615947299976,35.6908988098444,公園 
宮前けやき緑地,168-0081,宮前2丁目9番11号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007348.html,,139.612553899969,35.6927965398388,公園 
宮前公園,168-0081,宮前2丁目12番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007349.html,,139.611148699972,35.6940923998394,公園 
大善公園,168-0081,宮前2丁目15番3号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007350.html,,139.610998899969,35.6927591198435,公園 
宮下公園,168-0081,宮前2丁目27番30号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007351.html,,139.615017199971,35.6922706198353,公園 
まてば緑地,168-0081,宮前2丁目29番18号,,https://www.city.suginami.tokyo.jp/shisetsu/kouen/04/miyamae/1007352.html,,139.616290699969,35.6927360598283,公園 
